"","PROBEID","SYMBOL","ENTREZID","GENENAME","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1622896_at","pinta","42635","prolonged depolarization afterpotential (PDA) is not apparent","1622896_at",0.640828685666667,6.67999317266667,2.62167285637482,0.0220581487878104,0.0590774939857064,-4.60227138410954
"2","1622901_at","CG9993","37358","uncharacterized protein","1622901_at",0.158441165333333,3.24560236273333,1.08016186937631,0.300960181043608,0.434445035004421,-6.94015863380622
"3","1622906_at","Sod3","36232","Superoxide dismutase 3","1622906_at",-0.198459344000001,7.6773574572,-1.97074087367673,0.0718712142735469,0.148882823793693,-5.72292081445633
"4","1622909_at","Pi3K21B","33203","Pi3K21B","1622909_at",0.0953608880000001,10.1574149397333,1.18447186088802,0.258787677411062,0.388858970769502,-6.82489136401097
"5","1622922_at","Nlg4","42402","Neuroligin 4","1622922_at",-0.197455279666666,2.5791043216,-2.37335825823432,0.0348718277031939,0.0854075718068139,-5.04422181499479
"6","1622926_at","CG5776","34680","uncharacterized protein","1622926_at",0.325333482666666,5.80339247306667,2.2914760696732,0.0404904049845135,0.095679796808465,-5.18655734440445
"7","1622937_at","CG13698","40000","uncharacterized protein","1622937_at",-0.0731734436666667,8.47946417846667,-0.488992349248176,0.633519399213081,0.744886682799142,-7.41347398055132
"8","1622949_at","peb","31391","pebbled","1622949_at",-0.171940753333333,8.3821125394,-1.29101257561818,0.220625353705063,0.34480903051826,-6.69854614503793
"9","1622957_s_at","Drep3","36292","DNA fragmentation factor-related protein 3","1622957_s_at",-0.159453727666664,10.1038425994667,-0.904004434824298,0.38349573637082,0.516728996894015,-7.11451590624976
"10","1622968_at","p115","31698","p115","1622968_at",-0.268989366666666,9.27220954393333,-4.80809048433551,0.000408177093104402,0.0024313492130766,-0.560068742160314
"11","1622983_a_at","Nup154","34527","Nucleoporin 154kD","1622983_a_at",0.196618652333337,9.54715611186667,2.18638947346989,0.0489718560566477,0.111306083204346,-5.36627051195926
"12","1622989_at","CG5611","43318","uncharacterized protein","1622989_at",-0.118340710999997,5.97108360486667,-1.67431942062583,0.119490193356932,0.21634487627552,-6.18027966221739
"13","1622990_at","CG5381","34389","uncharacterized protein","1622990_at",0.268513141666667,2.93885469966667,1.81433085151377,0.0942780662188857,0.182263230283541,-5.96956026681472
"14","1622991_s_at","Ret","43875","Ret oncogene","1622991_s_at",0.245045774333334,3.46392669926667,1.45010923581165,0.172245079496351,0.286349508146383,-6.49482593489348
"15","1622992_at","twe","34954","twine","1622992_at",0.141324075333333,5.29585167946667,1.22853845209971,0.242415964497737,0.370250217667806,-6.77365906913678
"16","1622997_at","CG34367","5740879","uncharacterized protein","1622997_at",-0.515064905666667,2.56619051393333,-11.2504579720926,8.42246408118284e-08,4.02874531883246e-06,8.32015476016857
"17","1623006_at","SerT","37895","Serotonin transporter","1623006_at",0.782456018,3.65190186813333,9.25864665026147,7.18977327282139e-07,2.01015400903574e-05,6.07846275098197
"18","1623015_at","Nup43","42209","Nucleoporin 43kD","1623015_at",0.350458039999996,9.4984240892,4.2805992811234,0.00102926884186587,0.00506137341708807,-1.51582907880141
"19","1623016_at","CG1299","38496","uncharacterized protein","1623016_at",0.200957276666666,6.83528892846667,1.17509998327972,0.26237859740472,0.392573095737773,-6.83559635597048
"20","1623023_at","Slip1","43809","Slip1","1623023_at",-0.127290983333333,10.5389759306667,-0.833240938653706,0.420721832697447,0.555043387307079,-7.17695828566108
