"","PROBEID","SYMBOL","ENTREZID","GENENAME","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1622896_at","pinta","42635","prolonged depolarization afterpotential (PDA) is not apparent","1622896_at",0.813287306333335,6.67999317266667,3.32721256575797,0.00590386867414764,0.0192515567170705,-3.26009224571333
"2","1622901_at","CG9993","37358","uncharacterized protein","1622901_at",-0.286502405666667,3.24560236273333,-1.95321066614631,0.0741140826672073,0.129982012361688,-5.7145900878571
"3","1622906_at","Sod3","36232","Superoxide dismutase 3","1622906_at",0.0307423516666656,7.6773574572,0.305277684392838,0.765300173719464,0.814033911196883,-7.45419390416545
"4","1622909_at","Pi3K21B","33203","Pi3K21B","1622909_at",-0.260750583333332,10.1574149397333,-3.23876733056921,0.0069643809827513,0.0215554419240646,-3.42596283171229
"5","1622922_at","Nlg4","42402","Neuroligin 4","1622922_at",0.0232882660000002,2.5791043216,0.279918564468696,0.784229262805621,0.829139913823625,-7.46214218886713
"6","1622926_at","CG5776","34680","uncharacterized protein","1622926_at",0.0647410180000021,5.80339247306667,0.456001307511553,0.656399274660827,0.721536389312058,-7.39306101618798
"7","1622937_at","CG13698","40000","uncharacterized protein","1622937_at",-0.038277441,8.47946417846667,-0.25579465527225,0.802371091965405,0.842956917582291,-7.46907182083407
"8","1622949_at","peb","31391","pebbled","1622949_at",-0.138903426999999,8.3821125394,-1.04295268909175,0.317195857487189,0.411296149618752,-6.94233531723617
"9","1622957_s_at","Drep3","36292","DNA fragmentation factor-related protein 3","1622957_s_at",0.321247476666668,10.1038425994667,1.82127534948496,0.093162070000397,0.155577410312072,-5.92227751076768
"10","1622968_at","p115","31698","p115","1622968_at",-0.0211077899999967,9.27220954393333,-0.377294335095787,0.712435922627001,0.767107847112361,-7.42793439165272
"11","1622983_a_at","Nup154","34527","Nucleoporin 154kD","1622983_a_at",-0.150153629999995,9.54715611186667,-1.66970077426179,0.120415265715532,0.190067559342955,-6.15042095205117
"12","1622989_at","CG5611","43318","uncharacterized protein","1622989_at",0.315938095000002,5.97108360486667,4.46998571923437,0.000735470889372884,0.0041536343430236,-1.13465816536064
"13","1622990_at","CG5381","34389","uncharacterized protein","1622990_at",-0.292793456666666,2.93885469966667,-1.97839181447273,0.0709120708246028,0.125487336094883,-5.67407424812419
"14","1622991_s_at","Ret","43875","Ret oncogene","1622991_s_at",0.159432700000001,3.46392669926667,0.943476097024619,0.363746134887307,0.458238845905518,-7.04090383352331
"15","1622992_at","twe","34954","twine","1622992_at",-0.253695204666668,5.29585167946667,-2.20538725133123,0.0473233749932827,0.0919950091464246,-5.29764838305514
"16","1622997_at","CG34367","5740879","uncharacterized protein","1622997_at",-0.0589806746666666,2.56619051393333,-1.28830288028289,0.221536617666022,0.309465089367978,-6.66510058503075
"17","1623006_at","SerT","37895","Serotonin transporter","1623006_at",-0.0474012433333333,3.65190186813333,-0.560889497569683,0.585026848685978,0.662740777437875,-7.3367409264013
"18","1623015_at","Nup43","42209","Nucleoporin 43kD","1623015_at",0.384059177666664,9.4984240892,4.69101362271154,0.000499650922392552,0.00319963045376452,-0.735149565960604
"19","1623016_at","CG1299","38496","uncharacterized protein","1623016_at",-0.739375893666668,6.83528892846667,-4.32350902986358,0.00095344118535766,0.00502506481164296,-1.40220339049059
"20","1623023_at","Slip1","43809","Slip1","1623023_at",-0.323210363333331,10.5389759306667,-2.11572021422154,0.0555913925502517,0.103663335074509,-5.44861958890462
"21","1623031_a_at","RecQ4","53438","RecQ4 helicase","1623031_a_at",-0.641263961666666,5.41938297006667,-2.83379561230127,0.0148571948931474,0.0378564683435564,-4.1791910001837
"22","1623035_at","NaPi-T","36651","Na[+]-dependent inorganic phosphate cotransporter","1623035_at",0.565190124333334,2.69413420986667,3.1324256690209,0.00849704322056169,0.0249536422765705,-3.62496203842153
"23","1623039_at","chk","35578","chaski","1623039_at",-0.438230383999999,8.69762345913333,-5.63177435317503,0.000103763014482375,0.00106012892142672,0.898793783961324
"24","1623041_at","FANCI","35895","Fanconi anemia complementation group I","1623041_at",-0.269062875666666,6.06518281846667,-2.0959427992598,0.0575891387299059,0.106570287790336,-5.48153489469531
"25","1623065_at","CG13692","33216","uncharacterized protein","1623065_at",0.127735416,2.47818881373333,1.47192442727356,0.166361304694472,0.247620291805963,-6.42886696039686
"26","1623066_at","Irk3","35131","Inwardly rectifying potassium channel 3","1623066_at",-0.356070265333333,2.94038088986667,-4.03636301132151,0.00159743113341903,0.00729815049362643,-1.93224670405892
"27","1623070_a_at","Shaw","33599","Shaker cognate w","1623070_a_at",-0.474684669999999,3.02798818633333,-7.36519773106663,7.88580548662101e-06,0.000188602181221686,3.59606234919757
"28","1623080_at","Ude","42953","Uracil-DNA degrading factor","1623080_at",-0.121599944666667,3.95624738373333,-0.364279400996869,0.721884576269642,0.775166533089544,-7.43308197158431
"29","1623083_at","CG1698","36006","uncharacterized protein","1623083_at",0.114069367000001,5.1481589886,0.692211441722441,0.501766637044079,0.588402176198839,-7.25078525022142
"30","1623087_at","RhoGEF64C","38578","Rho guanine nucleotide exchange factor at 64C","1623087_at",-0.0766516063333338,6.24673267306667,-0.857133323573464,0.407892406460686,0.502817777116902,-7.11951017577227
"31","1623088_at","ntc","38443","nutcracker","1623088_at",-0.308999893333334,6.5947562672,-2.95923185688825,0.0117506280414436,0.031842689035912,-3.94744559779615
"32","1623092_at","Pcp","33985","Pupal cuticle protein","1623092_at",-1.69347086933333,5.671233688,-6.37731574748634,3.25941907680745e-05,0.00049464960541361,2.10913462396061
"33","1623096_a_at","Tsp68C","117407","Tetraspanin 68C","1623096_a_at",-0.00646220333333281,3.5514893732,-0.100933162294827,0.921243244198504,0.940913918451852,-7.49877634812129
"34","1623101_at","Cbp80","44409","cap binding protein 80","1623101_at",-0.917145649666666,8.1500025614,-5.06620724815666,0.000263066312448465,0.00203056319902153,-0.0699181846449894
"35","1623103_at","firl","34627","firelighter","1623103_at",-0.487844228000001,5.8015558202,-1.48204732488804,0.163689358014138,0.24412393534411,-6.41519191070826
"36","1623104_at","SMC5","326215","Structural maintenance of chromosomes 5","1623104_at",-0.164017821999999,5.2826188106,-2.50587962885604,0.0273319461022096,0.0602983604784596,-4.77387464555472
"37","1623109_at","CG4593","31649","uncharacterized protein","1623109_at",-0.477981515666668,9.11340198566667,-6.7280134679024,1.94093867540724e-05,0.000351053730513553,2.65200093634354
"38","1623121_at","CG5521","43242","uncharacterized protein","1623121_at",0.0871695153333332,3.55432959393333,0.597309607306572,0.561222828997442,0.642414964156971,-7.31460024611692
"39","1623124_at","CG7376","38715","uncharacterized protein","1623124_at",-0.0762966596666654,7.05999297713333,-0.682084338648016,0.507928238207451,0.593899795563304,-7.25801151065074
"40","1623138_at","pds5","36286","precocious dissociation of sisters 5","1623138_at",-0.222437996666667,10.5608379573333,-2.30175770407388,0.039740121984664,0.0805777553664638,-5.13244422283427
